1685312408.481890209,-0.154087,-0.165918,0,0,0,0.0662614,0.997802
1685312408.746537839,-0.124454,-0.161965,0,0,0,0.0662614,0.997802
1685312408.986525098,-0.022637,-0.148382,0,0,0,0.0662614,0.997802
1685312409.226668246,0.126556,-0.128479,0,0,0,0.0662614,0.997802
1685312409.481801283,0.332457,-0.105885,0,0,0,0.0674221,0.997725
1685312409.726618505,0.537156,-0.0752721,0,0,0,0.0651006,0.997879
1685312409.986621412,0.787479,-0.0398953,0,0,0,0.0633592,0.997991
1685312410.226997208,1.00207,-0.0261121,0,0,0,0.0590341,0.998256
1685312410.487086745,1.2797,-0.00522499,0,0,0,0.0523261,0.99863
1685312410.726735986,1.53357,0.0209744,0,0,0,0.0518904,0.998653
1685312410.986730300,1.79492,0.0450065,0,0,0,0.049712,0.998764
1685312411.241634782,2.05352,0.0672998,0,0,0,0.0473629,0.998878
1685312411.486791615,2.25917,0.075026,0,0,0,0.0405601,0.999177
1685312411.741732837,2.49089,0.0684217,0,0,0,0.0328873,0.999459
1685312411.986583226,2.71694,0.0750224,0,0,0,0.0273058,0.999627
1685312412.241793263,2.92739,0.0677101,0,0,0,0.0203278,0.999793
1685312412.486683929,3.13307,0.0527743,0,0,0,0.0121856,0.999926
1685312412.726685855,3.34658,0.0420481,0,0,0,0.00651459,0.999979
1685312412.986558744,3.58647,0.0253711,0,0,0,-0.00715575,0.999974
1685312413.221774095,3.79285,0.0033018,0,0,0,-0.0234283,0.999726
1685312413.486540114,4.02623,-0.0334181,0,0,0,-0.0849315,0.996387
1685312413.726689817,4.18901,-0.133164,0,0,0,-0.223262,0.974758
1685312413.981780169,4.35825,-0.26764,0,0,0,-0.369377,0.92928
1685312414.226624224,4.46736,-0.424837,0,0,0,-0.48914,0.872205
1685312414.486566761,4.5439,-0.587436,0,0,0,-0.566025,0.824388
1685312414.726576706,4.56244,-0.799704,0,0,0,-0.640231,0.768183
1685312414.986671113,4.52989,-1.01409,0,0,0,-0.694999,0.719011
1685312415.226637854,4.50005,-1.24247,0,0,0,-0.684682,0.728842
1685312415.486572557,4.47264,-1.45563,0,0,0,-0.685353,0.728211
1685312415.741738205,4.38923,-1.67247,0,0,0,-0.721058,0.692874
1685312415.986771279,4.37872,-1.93592,0,0,0,-0.721058,0.692874
1685312416.226655186,4.36294,-2.15044,0,0,0,-0.723246,0.69059
1685312416.486603242,4.34106,-2.40501,0,0,0,-0.721218,0.692708
1685312416.741682834,4.33852,-2.65399,0,0,0,-0.706886,0.707328
1685312416.986687241,4.33936,-2.89769,0,0,0,-0.692151,0.721753
1685312417.226569038,4.35818,-3.14751,0,0,0,-0.661216,0.750196
1685312417.486810167,4.40691,-3.3697,0,0,0,-0.615029,0.788505
1685312417.741680426,4.41571,-3.58237,0,0,0,-0.591211,0.806517
1685312417.986599130,4.4954,-3.81299,0,0,0,-0.571241,0.820783
1685312418.241780685,4.51453,-3.99278,0,0,0,-0.59112,0.806584
1685312418.486558148,4.4949,-4.1768,0,0,0,-0.628317,0.777958
1685312418.726619314,4.53321,-4.37529,0,0,0,-0.643133,0.765755
1685312418.986569666,4.56588,-4.59732,0,0,0,-0.645968,0.763365
1685312419.226571684,4.63552,-4.80057,0,0,0,-0.636872,0.770969
1685312419.486593073,4.69524,-4.9858,0,0,0,-0.640291,0.768133
1685312419.726566629,4.73041,-5.20936,0,0,0,-0.655037,0.755596
1685312419.986594536,4.75073,-5.41141,0,0,0,-0.673065,0.739584
1685312420.226641091,4.75277,-5.62419,0,0,0,-0.699969,0.714174
1685312420.486558795,4.76546,-5.83523,0,0,0,-0.752968,0.658057
1685312420.726817998,4.68938,-6.04655,0,0,0,-0.830312,0.557299
1685312420.986570665,4.58773,-6.18974,0,0,0,0.904039,-0.42745
1685312421.241687035,4.43428,-6.30744,0,0,0,0.957734,-0.287654
1685312421.486919831,4.27315,-6.41728,0,0,0,0.97885,-0.204579
1685312421.726593461,4.06644,-6.46306,0,0,0,0.99413,-0.108196
1685312421.986568349,3.82853,-6.43008,0,0,0,0.99996,0.00899831
1685312422.246516812,3.6157,-6.3059,0,0,0,0.992035,0.125965
1685312422.486529071,3.4471,-6.17511,0,0,0,0.967745,0.251934
1685312422.746544405,3.26557,-6.08934,0,0,0,0.920456,0.390845
1685312422.986469941,3.15286,-5.82123,0,0,0,0.866667,0.498887
1685312423.226627664,3.09635,-5.6278,0,0,0,0.783374,0.621551
1685312423.486697515,3.11883,-5.33766,0,0,0,0.67915,0.734
1685312423.721905534,3.2047,-5.12879,0,0,0,0.629165,0.777272
1685312423.986674163,3.26291,-4.85545,0,0,0,0.629165,0.777272
1685312424.226597848,3.33346,-4.64308,0,0,0,0.699418,0.714713
1685312424.486680404,3.32506,-4.35561,0,0,0,0.722813,0.691044
1685312424.741799792,3.36181,-4.08655,0,0,0,0.716756,0.697324
1685312424.986750255,3.49351,-3.87951,0,0,0,0.698445,0.715664
1685312425.226866366,3.52476,-3.68018,0,0,0,0.688134,0.725584
1685312425.481894144,3.64125,-3.45821,0,0,0,0.647364,0.762181
1685312425.726613995,3.58478,-3.21864,0,0,0,0.673306,0.739364
1685312425.981823199,3.61054,-2.94376,0,0,0,0.673306,0.739364
1685312426.226859680,3.72283,-2.7456,0,0,0,0.650322,0.759659
1685312426.486552143,3.67594,-2.53234,0,0,0,0.718349,0.695683
1685312426.726586550,3.6429,-2.31431,0,0,0,0.781795,0.623535
1685312426.986643828,3.55296,-2.09824,0,0,0,0.855178,0.518335
1685312427.226783032,3.41892,-1.93832,0,0,0,0.915914,0.401375
1685312427.487346605,3.24774,-1.83435,0,0,0,0.960497,0.278289
1685312427.726631161,3.0618,-1.7437,0,0,0,0.987033,0.16052
1685312427.986752679,2.91491,-1.66264,0,0,0,0.991857,0.127355
1685312428.226684253,2.72638,-1.59917,0,0,0,0.987769,0.155927
1685312428.486675623,2.48172,-1.50207,0,0,0,0.986101,0.166147
1685312428.726780420,2.30133,-1.44487,0,0,0,0.987534,0.157408
1685312428.986636753,2.03176,-1.37696,0,0,0,0.996194,0.0871685
1685312429.226723641,1.83283,-1.37009,0,0,0,0.994178,0.107747
1685312429.486658493,1.56124,-1.31052,0,0,0,0.994178,0.107747
1685312429.726600530,1.33213,-1.44891,0,0,0,0.997753,0.0669955
1685312429.986649678,1.0895,-1.38687,0,0,0,0.996168,0.087458
1685312430.226787733,0.864474,-1.3057,0,0,0,0.994073,0.10871
1685312430.486573381,0.637983,-1.37269,0,0,0,0.997245,0.0741757
1685312430.741830622,0.372867,-1.33304,0,0,0,0.997245,0.0741757
1685312430.986625252,0.189921,-1.32252,0,0,0,0.99766,0.0683738
1685312431.226831103,-0.0226035,-1.30861,0,0,0,0.998077,0.0619891
1685312431.486600585,-0.216182,-1.29317,0,0,0,0.998166,0.0605377
1685312431.741843307,-0.462316,-1.24771,0,0,0,0.986694,0.162586
1685312431.986637566,-0.630192,-1.17075,0,0,0,0.950588,0.310456
1685312432.226731380,-0.74645,-1.02942,0,0,0,0.895093,0.44588
1685312432.486754954,-0.816355,-0.842878,0,0,0,0.817087,0.576514
1685312432.741664325,-0.832357,-0.647247,0,0,0,0.726544,0.68712
1685312432.986817010,-0.91607,-0.509889,0,0,0,0.697805,0.716287
1685312433.226879269,-0.900951,-0.29636,0,0,0,0.609328,0.792918
1685312433.486601602,-0.809827,-0.085753,0,0,0,0.474825,0.88008
1685312433.726684657,-0.657684,0.0898969,0,0,0,0.368571,0.9296
1685312433.986599398,-0.489727,0.230683,0,0,0,0.235687,0.971829
